=X=X=X=X=X=X=X=X=X=X= FICHERO CSV =X=X=X=X=X=X=X=X=X=

 ============ LISTA EVENTOS GRATIS ===========

 Total: 768

(11951201) Titulo: 20 a tocar, Precio: 0, Gratis: true, Direccion: CP: 28026, CALLE CERECINOS
(11854287) Titulo: �Qui�n vive en este bosque?, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11964076) Titulo: �Qui�n vive en este bosque?, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE
(11964067) Titulo: �Qui�n vive en este bosque?, Precio: 0, Gratis: true, Direccion: CP: 28049, AVENIDA SANTUARIO DE VALVERDE

============ LISTA EVENTOS TOTALES ===========

 Total: 1041

CP: 28019 - Eventos: 12
CP: 28017 - Eventos: 13
CP: 28039 - Eventos: 25
CP: 28011 - Eventos: 39
CP: 28033 - Eventos: 3
CP: 28034 - Eventos: 8
CP: Sin datos - Eventos: 38
CP: 28012 - Eventos: 40
CP: 28031 - Eventos: 37
CP: 28053 - Eventos: 14
CP: 28032 - Eventos: 23
CP: 28015 - Eventos: 59
CP: 28037 - Eventos: 25
CP: 28038 - Eventos: 4
CP: 28016 - Eventos: 3
CP: 28035 - Eventos: 25
CP: 28013 - Eventos: 1
CP: 28014 - Eventos: 32
CP: 28036 - Eventos: 1
CP: 28051 - Eventos: 1
CP: 28030 - Eventos: 1
CP: 28050 - Eventos: 9
CP: 28008 - Eventos: 2
CP: 28009 - Eventos: 61
CP: 28028 - Eventos: 3
CP: 28029 - Eventos: 41
CP: 28007 - Eventos: 21
CP: 28044 - Eventos: 22
CP: 28022 - Eventos: 45
CP: 28001 - Eventos: 35
CP: 28045 - Eventos: 109
CP: 28023 - Eventos: 3
CP: 28020 - Eventos: 9
CP: 28042 - Eventos: 10
CP: 28043 - Eventos: 15
CP: 28021 - Eventos: 19
CP: 28026 - Eventos: 66
CP: 28004 - Eventos: 21
CP: 28048 - Eventos: 7
CP: 28027 - Eventos: 13
CP: 28049 - Eventos: 33
CP: 28005 - Eventos: 18
CP: 28024 - Eventos: 18
CP: 28002 - Eventos: 16
CP: 28047 - Eventos: 9
CP: 28025 - Eventos: 1
CP: 28041 - Eventos: 31
